"","Sequence","Index","GC"
"663","NC_000964.3",3310000,-0.07458913
"664","NC_000964.3",3315000,-0.06997343
"665","NC_000964.3",3320000,-0.03051139
"666","NC_000964.3",3325000,-0.11036226
"667","NC_000964.3",3330000,-0.02643351
"668","NC_000964.3",3335000,-0.14126097
"669","NC_000964.3",3340000,-0.08119135
"670","NC_000964.3",3345000,-0.14623468
"671","NC_000964.3",3350000,-0.08466819
"672","NC_000964.3",3355000,-0.06470326
"673","NC_000964.3",3360000,-0.08812261
"674","NC_000964.3",3365000,-0.11053763
"675","NC_000964.3",3370000,-0.08029838
"676","NC_000964.3",3375000,-0.04121475
"677","NC_000964.3",3380000,-0.08685969
"678","NC_000964.3",3385000,0.00372093
"679","NC_000964.3",3390000,-0.02040816
"680","NC_000964.3",3395000,-0.0978836
"681","NC_000964.3",3400000,-0.09613734
"682","NC_000964.3",3405000,-0.08867667
"683","NC_000964.3",3410000,-0.07843137
"684","NC_000964.3",3415000,-0.05835544
"685","NC_000964.3",3420000,-0.07352278
"686","NC_000964.3",3425000,-0.07826087
"687","NC_000964.3",3430000,-0.08693826
"688","NC_000964.3",3435000,-0.13813143
"689","NC_000964.3",3440000,-0.09828118
"690","NC_000964.3",3445000,-0.10097431
"691","NC_000964.3",3450000,-0.11438475
"692","NC_000964.3",3455000,-0.0293189
"693","NC_000964.3",3460000,-0.03981265
"694","NC_000964.3",3465000,-0.05967826
"695","NC_000964.3",3470000,-0.03809524
"696","NC_000964.3",3475000,-0.00933748
"697","NC_000964.3",3480000,-0.07973274
"698","NC_000964.3",3485000,-0.03824667
"699","NC_000964.3",3490000,-0.07946157
"700","NC_000964.3",3495000,-0.07130282
"701","NC_000964.3",3500000,-0.05816458
"702","NC_000964.3",3505000,-0.07538601
"703","NC_000964.3",3510000,0.01539778
"704","NC_000964.3",3515000,-0.06879607
"705","NC_000964.3",3520000,-0.08595041
"706","NC_000964.3",3525000,-0.06956893
"707","NC_000964.3",3530000,-0.02610261
"708","NC_000964.3",3535000,-0.03216783
"709","NC_000964.3",3540000,-0.03849765
"710","NC_000964.3",3545000,-0.09282122
"711","NC_000964.3",3550000,-0.1195309
"712","NC_000964.3",3555000,-0.13035468
"713","NC_000964.3",3560000,-0.0718894
"714","NC_000964.3",3565000,-0.10063463
"715","NC_000964.3",3570000,-0.10531136
"716","NC_000964.3",3575000,-0.09716981
"717","NC_000964.3",3580000,-0.13539652
"718","NC_000964.3",3585000,-0.12980973
"719","NC_000964.3",3590000,-0.07792208
"720","NC_000964.3",3595000,-0.04840104
"721","NC_000964.3",3600000,-0.12517321
"722","NC_000964.3",3605000,-0.03857281
"723","NC_000964.3",3610000,-0.12619742
"724","NC_000964.3",3615000,0.00465983
"725","NC_000964.3",3620000,-0.1279665
"726","NC_000964.3",3625000,-0.13542601
"727","NC_000964.3",3630000,-0.11686992
"728","NC_000964.3",3635000,-0.08560311
"729","NC_000964.3",3640000,-0.07519531
"730","NC_000964.3",3645000,-0.04601682
"731","NC_000964.3",3650000,-0.07545455
"732","NC_000964.3",3655000,-0.1007326
"733","NC_000964.3",3660000,-0.06253177
"734","NC_000964.3",3665000,-0.09884779
"735","NC_000964.3",3670000,-0.10708016
"736","NC_000964.3",3675000,-0.13885648
"737","NC_000964.3",3680000,-0.05430933
"738","NC_000964.3",3685000,-0.00813743
"739","NC_000964.3",3690000,-0.00926784
"740","NC_000964.3",3695000,-0.04898336
"741","NC_000964.3",3700000,0.0045208
"742","NC_000964.3",3705000,0.00134831
"743","NC_000964.3",3710000,-0.0501002
"744","NC_000964.3",3715000,-0.11397423
"745","NC_000964.3",3720000,-0.06222612
"746","NC_000964.3",3725000,-0.11263467
"747","NC_000964.3",3730000,-0.01905626
"748","NC_000964.3",3735000,-0.01663894
"749","NC_000964.3",3740000,-0.06995074
"750","NC_000964.3",3745000,-0.02996255
"751","NC_000964.3",3750000,-0.08978873
"752","NC_000964.3",3755000,-0.056
"753","NC_000964.3",3760000,-0.02427638
"754","NC_000964.3",3765000,-0.1168942
"755","NC_000964.3",3770000,-0.1469902
"756","NC_000964.3",3775000,-0.09398496
"757","NC_000964.3",3780000,-0.05606258
"758","NC_000964.3",3785000,-0.0964136
"759","NC_000964.3",3790000,-0.11544992
"760","NC_000964.3",3795000,-0.10467706
"761","NC_000964.3",3800000,-0.06584557
"762","NC_000964.3",3805000,-0.09356223
"763","NC_000964.3",3810000,-0.07345133
"764","NC_000964.3",3815000,-0.02573048
"765","NC_000964.3",3820000,-0.0796384
"766","NC_000964.3",3825000,-0.05611627
"767","NC_000964.3",3830000,-0.039686
"768","NC_000964.3",3835000,0.01951884
"769","NC_000964.3",3840000,-0.058669
"770","NC_000964.3",3845000,-0.01063338
"771","NC_000964.3",3850000,-0.05245203
"772","NC_000964.3",3855000,-0.13876002
"773","NC_000964.3",3860000,-0.07705703
"774","NC_000964.3",3865000,-0.06056528
"775","NC_000964.3",3870000,-0.05929919
"776","NC_000964.3",3875000,-0.09321663
"777","NC_000964.3",3880000,-0.11438475
"778","NC_000964.3",3885000,-0.075803
"779","NC_000964.3",3890000,-0.07970702
"780","NC_000964.3",3895000,-0.13435374
"781","NC_000964.3",3900000,-0.1208981
"782","NC_000964.3",3905000,-0.03630659
"783","NC_000964.3",3910000,-0.14218896
"784","NC_000964.3",3915000,-0.03627907
"785","NC_000964.3",3920000,-0.05898367
"786","NC_000964.3",3925000,-0.04329372
"787","NC_000964.3",3930000,-0.03859348
"788","NC_000964.3",3935000,-0.06293706
"789","NC_000964.3",3940000,-0.00623886
"790","NC_000964.3",3945000,-0.027051
"791","NC_000964.3",3950000,-0.0347667
"792","NC_000964.3",3955000,0.00305543
"793","NC_000964.3",3960000,-0.05351171
"794","NC_000964.3",3965000,-0.04746045
"795","NC_000964.3",3970000,-0.07839071
"796","NC_000964.3",3975000,-0.09585492
"797","NC_000964.3",3980000,-0.0466893
"798","NC_000964.3",3985000,-0.06489815
"799","NC_000964.3",3990000,-0.02561913
"800","NC_000964.3",3995000,-0.00498414
"801","NC_000964.3",4e+06,-0.11967546
"802","NC_000964.3",4005000,-0.03640449
"803","NC_000964.3",4010000,-0.06451613
"804","NC_000964.3",4015000,-0.1238512
"805","NC_000964.3",4020000,-0.15634518
"806","NC_000964.3",4025000,-0.03731343
"807","NC_000964.3",4030000,-0.09327354
"808","NC_000964.3",4035000,-0.10502738
"809","NC_000964.3",4040000,0.07559573
"810","NC_000964.3",4045000,0.01162791
"811","NC_000964.3",4050000,-0.10711225
"812","NC_000964.3",4055000,-0.08041237
"813","NC_000964.3",4060000,-0.09017857
"814","NC_000964.3",4065000,-0.07678328
"815","NC_000964.3",4070000,-0.09438776
"816","NC_000964.3",4075000,-0.09483489
"817","NC_000964.3",4080000,-0.0745098
"818","NC_000964.3",4085000,0.00045558
"819","NC_000964.3",4090000,-0.07133479
"820","NC_000964.3",4095000,-0.00858152
"821","NC_000964.3",4100000,-0.03833091
"822","NC_000964.3",4105000,-0.06460177
"823","NC_000964.3",4110000,-0.06152513
"824","NC_000964.3",4115000,0.00704225
"825","NC_000964.3",4120000,-0.07022472
"826","NC_000964.3",4125000,-0.04783092
"827","NC_000964.3",4130000,-0.1827957
"828","NC_000964.3",4135000,-0.02156448
"829","NC_000964.3",4140000,-0.03130435
"830","NC_000964.3",4145000,-0.10530896
"831","NC_000964.3",4150000,-0.10705937
"832","NC_000964.3",4155000,-0.09325044
"833","NC_000964.3",4160000,-0.05443886
"834","NC_000964.3",4165000,-0.125
"835","NC_000964.3",4170000,-0.00813008
"836","NC_000964.3",4175000,-0.06071614
"837","NC_000964.3",4180000,-0.02393243
"838","NC_000964.3",4185000,-0.02876106
"839","NC_000964.3",4190000,0.0099197
"840","NC_000964.3",4195000,-0.13412409
"841","NC_000964.3",4200000,-0.18569464
"842","NC_000964.3",4205000,-0.09399225
"843","NC_000964.3",4210000,-0.11204091
