Sequence	Index	GC Skew (5kb)
U00096.3	4280000	0.02302632
U00096.3	4285000	0.00261487
U00096.3	4290000	0.07635830
U00096.3	4295000	-0.00828937
U00096.3	4300000	0.00973783
U00096.3	4305000	0.00115696
U00096.3	4310000	-0.01155116
U00096.3	4315000	0.00131839
U00096.3	4320000	0.05684071
U00096.3	4325000	0.06084243
U00096.3	4330000	0.02285936
U00096.3	4335000	0.03476483
U00096.3	4340000	0.05614321
U00096.3	4345000	0.03155434
U00096.3	4350000	-0.00395257
U00096.3	4355000	-0.01222494
U00096.3	4360000	0.00256191
U00096.3	4365000	0.01582150
U00096.3	4370000	0.03581489
U00096.3	4375000	0.00862745
U00096.3	4380000	0.03077522
U00096.3	4385000	-0.00036778
U00096.3	4390000	0.02318510
U00096.3	4395000	0.04992764
U00096.3	4400000	0.09201521
U00096.3	4405000	0.07068452
U00096.3	4410000	0.08418891
U00096.3	4415000	0.02120848
U00096.3	4420000	0.06890130
U00096.3	4425000	0.02695977
U00096.3	4430000	0.03709311
U00096.3	4435000	0.02140673
U00096.3	4440000	0.04083205
U00096.3	4445000	0.07662981
U00096.3	4450000	0.05060953
U00096.3	4455000	0.05323194
U00096.3	4460000	-0.01223242
U00096.3	4465000	0.04195271
U00096.3	4470000	0.01406187
U00096.3	4475000	0.04670197
U00096.3	4480000	-0.01004637
U00096.3	4485000	-0.02822732
U00096.3	4490000	-0.02447257
U00096.3	4495000	0.04446241
U00096.3	4500000	0.01394170
U00096.3	4505000	0.05295950
U00096.3	4510000	-0.00604767
U00096.3	4515000	0.01860635
U00096.3	4520000	-0.01942502
U00096.3	4525000	-0.03495380
U00096.3	4530000	0.01465347
U00096.3	4535000	-0.00733945
U00096.3	4540000	0.07890961
U00096.3	4545000	0.05207913
U00096.3	4550000	0.00258589
U00096.3	4555000	0.01758794
U00096.3	4560000	0.00671671
U00096.3	4565000	-0.02079247
U00096.3	4570000	0.05396290
U00096.3	4575000	0.04136691
U00096.3	4580000	-0.00791139
U00096.3	4585000	0.02649508
U00096.3	4590000	0.05093834
U00096.3	4595000	0.05263158
U00096.3	4600000	0.02319801
U00096.3	4605000	0.01174687
U00096.3	4610000	0.02971042
U00096.3	4615000	0.03427720
U00096.3	4620000	0.02048417
U00096.3	4625000	0.06199854
U00096.3	4630000	0.02994455
U00096.3	4635000	0.09988249
